ra,dec,insmag_V,insmagerr_V,g,dg,r,dr,i,di,field,utdate,filename,zpt,zpterr
88.03264,15.96834,-8.277,0.055,18.8894,0.0087,17.9658,0.0051,17.5566,0.0057,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.04467,15.96863,-11.3,0.01,15.6101,0.0024,15.3332,0.0025,15.2365,0.001,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.02149,15.96671,-8.406,0.077,18.7889,0.0058,17.692,0.0065,17.1186,0.0031,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.17925,15.96942,-11.91,0.01,15.0652,0.001,14.5807,0.0052,14.3795,0.0055,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.02966,15.96615,-7.43,0.071,19.8837,0.0146,19.1032,0.0113,18.7252,0.0101,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.0276,15.96746,-8.394,0.031,18.7128,0.004,17.8722,0.0054,17.5098,0.0044,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.02536,15.96879,-8.051,0.041,19.0359,0.0053,18.5759,0.0081,18.3233,0.019,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.02711,15.97086,-8.46,0.028,18.525,0.0072,18.1341,0.0031,17.9479,0.0173,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.05785,15.96692,-7.641,0.055,19.3557,0.0111,18.8497,0.0069,18.6241,0.0115,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.1709,15.96722,-7.654,0.069,19.3723,0.014,18.6258,0.0041,18.2925,0.0139,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.18492,15.96909,-10.144,0.011,16.8585,0.0032,16.2734,0.0035,16.0258,0.0067,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.14095,15.96829,-8.697,0.022,18.2115,0.0051,17.7498,0.0051,17.5544,0.0138,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.01211,15.96803,-8.069,0.037,18.8575,0.0074,18.496,0.0056,18.323,0.0033,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.04951,15.96803,-7.668,0.078,19.6156,0.0086,18.3756,0.0058,17.8139,0.003,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.17253,15.97076,-11.094,0.01,15.8582,0.0023,15.3775,0.0027,15.1831,0.003,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
87.98314,15.9698,-9.548,0.014,17.4121,0.0052,17.0346,0.003,16.8926,0.0041,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.05756,15.9699,-9.042,0.016,17.9118,0.0026,17.4487,0.0039,17.2424,0.0022,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.08175,15.9684,-7.3,0.082,19.9194,0.0265,18.6719,0.0069,18.0784,0.011,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.19764,15.97064,-9.828,0.044,17.2207,0.0048,16.59,0.0039,16.3339,0.0029,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.06214,15.97765,-13.044,0.01,13.7476,0.0006,13.7536,0.0047,13.7188,0.0052,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.11938,15.97275,-10.512,0.011,16.5183,0.0043,15.8485,0.002,15.5494,0.0078,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.21692,15.97197,-9.403,0.017,17.7312,0.0081,16.8467,0.0024,16.4494,0.0022,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.16711,15.97271,-10.399,0.021,16.5427,0.0017,16.071,0.002,15.8646,0.002,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.14564,15.97602,-12.774,0.01,14.1664,0.0032,13.6777,0.0001,13.7793,0.0013,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.03861,15.97492,-12.04,0.01,14.8599,0.0018,14.5769,0.0012,14.4939,0.0021,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.07786,15.9732,-10.309,0.013,16.5607,0.0026,16.2705,0.0026,16.1869,0.0038,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.0762,15.97492,-8.843,0.054,18.1785,0.0079,17.5762,0.0055,17.3153,0.0043,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.08874,15.97472,-11.759,0.01,15.4396,0.0024,14.4046,0.0037,13.9055,0.005,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.20149,15.9726,-8.732,0.021,18.2433,0.0049,17.7216,0.004,17.4837,0.0042,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.13796,15.97173,-7.785,0.042,19.2684,0.0199,18.4056,0.0032,18.0408,0.0102,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.10807,15.97347,-8.983,0.019,17.9672,0.009,17.4377,0.0034,17.1901,0.0063,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.1706,15.97302,-9.08,0.019,17.9617,0.0024,17.3183,0.0046,17.0609,0.0014,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.02972,15.97394,-8.398,0.033,18.5993,0.004,18.1205,0.0033,17.9137,0.002,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.03195,15.97427,-8.64,0.027,18.2967,0.0058,17.8421,0.0041,17.6503,0.0059,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.0314,15.976,-9.931,0.013,17.0994,0.0021,16.5257,0.0015,16.2755,0.0025,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.02883,15.97619,-9.336,0.015,17.8002,0.0045,17.0092,0.0022,16.6783,0.0039,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.04712,15.97355,-7.962,0.038,19.3418,0.0047,18.0458,0.0049,17.3509,0.003,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.22998,15.97294,-7.609,0.074,19.6124,0.0072,19.1388,0.0048,18.9029,0.0144,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.01643,15.97439,-9.452,0.015,17.5969,0.0017,17.0512,0.0021,16.8267,0.0051,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.09483,15.97455,-7.673,0.06,19.3285,0.0032,18.8359,0.0065,18.6062,0.0156,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.00255,15.97627,-9.806,0.013,17.0655,0.0037,16.845,0.0016,16.7798,0.0059,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.00506,15.97734,-7.434,0.073,19.6725,0.0194,18.6336,0.0051,18.1528,0.0052,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.19497,15.97573,-7.946,0.042,19.0585,0.0046,18.4823,0.0105,18.2181,0.0063,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.06638,15.97596,-8.362,0.033,18.5768,0.0094,18.084,0.005,17.8647,0.0048,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
87.98963,15.9755,-7.444,0.074,19.606,0.0171,19.0868,0.007,18.8923,0.0074,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
87.99325,15.97774,-9.306,0.017,17.793,0.0065,17.071,0.0039,16.8,0.0042,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
87.9904,15.97736,-8.614,0.051,18.733,0.0092,17.4651,0.0038,16.5502,0.0046,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.16959,15.97874,-11.5,0.01,15.4742,0.0027,14.8955,0.0016,14.6707,0.009,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.17487,15.97566,-7.188,0.081,20.0952,0.0145,18.945,0.012,18.3005,0.0153,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.23085,15.97629,-8.385,0.042,18.9927,0.0174,17.7096,0.0022,17.0572,0.0046,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.20335,15.97841,-10.836,0.01,16.0944,0.0026,15.7542,0.0018,15.6115,0.0028,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.01113,15.97691,-8.295,0.036,18.6791,0.0109,18.2163,0.004,18.0202,0.0037,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.18892,15.97767,-8.793,0.022,18.251,0.0045,17.6657,0.005,17.3932,0.0037,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.0984,15.97729,-7.803,0.053,19.1401,0.0261,18.6604,0.0072,18.453,0.0092,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
87.98464,15.97715,-8.607,0.029,18.6658,0.007,17.4797,0.0051,16.9076,0.0046,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.0164,15.97831,-8.949,0.022,18.055,0.0068,17.6296,0.0039,17.4489,0.0029,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.01905,15.97917,-8.964,0.068,17.9333,0.0074,17.5479,0.0033,17.3827,0.0006,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.20204,15.98133,-12.252,0.01,14.8249,0.0027,14.1407,0.0021,13.838,0.0042,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.21639,15.97801,-8.382,0.033,18.6866,0.0211,18.0674,0.0034,17.7761,0.0132,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.06863,15.98097,-9.932,0.018,17.0514,0.0049,16.4922,0.0044,16.2458,0.0005,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.22963,15.98153,-11.079,0.01,16.0816,0.0018,15.2704,0.0025,14.875,0.0035,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.18234,15.97981,-7.646,0.073,19.3925,0.0079,18.8847,0.0071,18.6376,0.0072,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.17367,15.98198,-10.495,0.011,16.4469,0.0025,15.9916,0.0029,15.7978,0.0015,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.0923,15.98131,-8.599,0.024,18.3356,0.014,17.8823,0.0044,17.6847,0.0107,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.19573,15.98165,-8.353,0.055,18.5882,0.007,18.1004,0.0027,17.8978,0.0055,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.15563,15.98329,-10.564,0.011,16.4064,0.008,15.933,0.0069,15.6926,0.0076,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.06874,15.98402,-10.956,0.01,15.8413,0.0012,15.756,0.0013,15.7495,0.0,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.03733,15.98498,-11.588,0.011,15.5261,0.0035,14.7091,0.0007,14.3272,0.0037,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
87.99204,15.98514,-11.496,0.01,15.4734,0.003,15.0131,0.0009,14.8246,0.0038,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
87.98533,15.98163,-7.304,0.082,19.7106,0.0183,19.071,0.0077,18.7819,0.0181,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.01491,15.98259,-8.151,0.049,18.7794,0.0095,18.3655,0.0052,18.1913,0.0053,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.08148,15.98411,-10.603,0.011,,,19.2998,0.0333,,,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.07916,15.98286,-7.986,0.066,18.9742,0.0103,18.374,0.0072,18.0997,0.0079,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.19012,15.98303,-7.724,0.24,19.3599,0.0096,18.5321,0.0044,18.2018,0.0045,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.11839,15.98773,-12.513,0.01,14.2988,0.0015,14.0774,0.0449,14.0711,0.0099,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.21483,15.98358,-8.493,0.028,18.5025,0.0104,18.022,0.0025,17.7898,0.0103,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.00689,15.98371,-7.816,0.043,19.4056,0.0149,18.841,0.0116,18.5914,0.0095,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.02629,15.98381,-7.631,0.073,19.6167,0.0274,18.3198,0.0055,17.5543,0.0026,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.17045,15.98521,-9.35,0.015,17.5616,0.0042,17.276,0.0041,17.1689,0.0054,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.22423,15.98383,-7.652,0.05,19.3766,0.0104,18.8524,0.006,18.5923,0.0073,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.08922,15.98496,-8.289,0.029,18.5655,0.006,18.0015,0.0062,17.7323,0.0047,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.05023,15.98628,-7.735,0.055,19.3183,0.0126,18.7797,0.0064,18.5842,0.0052,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.22139,15.98698,-9.108,0.03,17.9511,0.006,17.4449,0.0025,17.2075,0.0045,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.18257,15.9894,-11.272,0.01,15.689,0.0016,15.2584,0.0021,15.0711,0.0038,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.05514,15.98683,-7.725,0.086,19.6166,0.0194,18.2937,0.002,17.4795,0.0019,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.18772,15.99017,-10.757,0.011,16.0468,0.0047,15.9767,0.0018,15.9956,0.004,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.1668,15.98991,-9.693,0.031,17.0793,0.0029,17.0331,0.0025,17.0733,0.0072,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.19896,15.99148,-12.094,0.01,15.0156,0.0018,14.2704,0.0056,13.9016,0.0081,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.0818,15.98909,-8.574,0.025,18.3142,0.0082,17.9889,0.0052,17.8473,0.0081,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.01557,15.98887,-7.968,0.038,19.1589,0.0133,18.3572,0.0049,18.0187,0.0075,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.00154,15.98941,-8.756,0.028,18.277,0.0087,17.6423,0.003,17.3841,0.0034,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.14383,15.99155,-11.078,0.01,15.7946,0.0035,15.4555,0.0042,15.3096,0.003,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.14188,15.99202,-7.529,0.067,19.5508,0.0094,18.75,0.0067,18.3968,0.0133,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.12717,15.99075,-9.681,0.014,17.3752,0.0054,16.6184,0.0025,16.3057,0.0063,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.20178,15.99072,-9.423,0.014,17.5891,0.0066,17.1327,0.0018,16.9247,0.004,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.09238,15.99068,-8.9,0.031,18.0996,0.0172,17.4354,0.0031,17.1568,0.0028,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.22958,15.99156,-10.514,0.011,16.5061,0.0025,15.9766,0.0019,15.742,0.0046,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.10564,15.99089,-8.467,0.04,18.4907,0.0129,17.9693,0.0041,17.739,0.003,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.05708,15.99237,-9.959,0.013,16.8188,0.0057,16.7589,0.005,16.7959,0.0076,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.06664,15.99255,-10.24,0.011,16.7175,0.0029,16.1834,0.0023,15.9467,0.0007,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.17173,15.99147,-7.993,0.049,19.1296,0.0059,18.2779,0.0047,17.8506,0.0081,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.16565,15.99278,-10.324,0.011,16.6835,0.0018,16.1022,0.0024,15.867,0.0027,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.16617,15.99549,-9.331,0.017,17.551,0.0053,17.1575,0.0018,17.0,0.0083,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.16442,15.9962,-9.183,0.024,17.73,0.0089,17.3916,0.0071,17.2828,0.0093,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.01434,15.9932,-10.324,0.011,16.6599,0.0072,16.1139,0.0034,15.8886,0.0013,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.00575,15.99272,-9.364,0.015,17.7187,0.0041,16.9906,0.0029,16.6606,0.01,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.15728,15.99219,-9.106,0.019,18.0516,0.0074,17.107,0.0038,16.7176,0.004,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
87.98356,15.99248,-9.194,0.016,17.979,0.004,16.9832,0.0012,16.5911,0.0025,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.09727,15.99261,-8.09,0.036,19.0213,0.0135,18.1126,0.0041,17.7024,0.0052,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.18545,15.99284,-8.442,0.027,18.5395,0.0045,18.0405,0.0039,17.8203,0.0126,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.18679,15.99447,-8.313,0.03,18.7453,0.006,18.0962,0.0034,17.8043,0.0085,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
87.98853,15.99324,-8.113,0.056,19.1794,0.013,17.9508,0.0038,16.8479,0.0041,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.21075,15.99549,-10.513,0.011,16.6049,0.002,15.8113,0.0015,15.4583,0.0027,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.03849,15.99377,-7.803,0.045,19.2126,0.0122,18.593,0.006,18.3748,0.0183,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.19367,15.99462,-8.222,0.029,18.9997,0.0086,18.0031,0.0047,17.5268,0.007,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.2208,15.99552,-8.923,0.02,18.1764,0.0079,17.5728,0.0029,17.2957,0.0,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.02473,15.9951,-8.01,0.04,,,19.9994,0.0,,,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.15404,15.99641,-8.438,0.025,18.7483,0.0067,17.7296,0.0026,17.2984,0.008,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.21592,15.99605,-7.417,0.058,19.6773,0.0114,19.1548,0.0094,18.893,0.0155,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.21793,15.99698,-7.699,0.054,19.2876,0.0107,18.775,0.0035,18.5284,0.002,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.05347,15.99732,-8.801,0.02,18.2451,0.0003,17.5271,0.0062,17.2219,0.0021,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.17137,15.99679,-7.662,0.092,19.4745,0.0078,18.4103,0.0053,17.9611,0.0157,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.04293,15.99875,-10.808,0.01,16.1311,0.0051,15.7004,0.0021,15.5256,0.0025,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.06511,15.99707,-7.801,0.077,19.3928,0.0187,18.6239,0.0049,18.2523,0.0053,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.16543,15.99937,-10.947,0.01,16.0159,0.0024,15.5414,0.0024,15.3292,0.0014,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.14491,15.99671,-7.214,0.08,19.7358,0.0105,19.0914,0.0055,18.8292,0.014,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.18686,15.99735,-7.779,0.074,19.639,0.0074,18.3189,0.0051,17.4923,0.0049,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.21426,16.00019,-10.228,0.011,16.7996,0.0019,16.2267,0.0015,16.0061,0.0062,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.08031,15.99844,-7.841,0.46,19.3428,0.0102,18.6037,0.0055,18.2538,0.012,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.22534,16.00275,-12.751,0.01,14.2249,0.0032,13.8593,0.0228,13.6895,0.002,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.22883,15.99859,-7.387,0.069,20.072,0.016,18.8472,0.0052,18.2789,0.0073,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.20885,15.99973,-8.313,0.031,18.6979,0.0112,18.1302,0.0062,17.8695,0.0105,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.03001,15.99921,-7.423,0.067,19.5506,0.0203,18.9724,0.0045,18.7627,0.0014,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.02685,16.00078,-8.735,0.022,18.2786,0.0071,17.6278,0.0031,17.3575,0.0036,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.0949,15.99992,-7.538,0.068,19.512,0.01,18.8953,0.0072,18.6063,0.0124,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.05061,16.00095,-8.93,0.021,18.0495,0.0013,17.523,0.0038,17.2786,0.0067,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.12311,16.00144,-8.828,0.028,,,,,,,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.14215,16.00205,-10.073,0.012,16.8306,0.0021,16.3825,0.0024,16.1707,0.0037,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.20843,16.00274,-9.309,0.024,17.7236,0.004,17.2206,0.0026,17.0021,0.0059,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.04355,16.00439,-11.274,0.01,15.857,0.0046,15.0081,0.0009,14.6094,0.004,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.02095,16.00428,-10.768,0.016,16.2194,0.01,15.7325,0.0018,15.5288,0.0051,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
87.9929,16.00508,-11.813,0.01,15.1122,0.0023,14.7262,0.002,14.5603,0.0015,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.11726,16.0027,-7.983,0.044,19.1846,0.0068,18.1103,0.0029,17.6506,0.0058,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.06919,16.00386,-9.322,0.039,17.5528,0.0102,17.1908,0.0043,17.0539,0.0054,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.19627,16.00627,-12.439,0.01,14.4866,0.0014,14.1451,0.0021,14.0162,0.0028,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.19853,16.00721,-8.883,0.019,18.1987,0.0047,17.5694,0.0038,17.301,0.0052,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
88.09073,16.00249,-7.767,0.058,19.2657,0.0141,18.4931,0.0081,18.1611,0.005,ss_gd71,ut220921,outputcat_dao_ss_gd71.V.ut220921.2137_f_4_.dat,,
