ra,dec,insmag_B,insmagerr_B,g,dg,r,dr,i,di,field,utdate,filename,zpt,zpterr
88.08162,15.96477,-7.477,0.082,18.6429,0.0167,18.1777,0.005,17.9515,0.0023,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.03479,15.96828,-11.339,0.01,14.9575,0.0022,14.665,0.0013,14.5719,0.0057,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.03267,15.96836,-7.024,0.076,18.8894,0.0087,17.9658,0.0051,17.5566,0.0057,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.04469,15.96868,-10.693,0.01,15.6101,0.0024,15.3332,0.0025,15.2365,0.001,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.17924,15.96949,-11.109,0.01,15.0652,0.001,14.5807,0.0052,14.3795,0.0055,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.02149,15.96679,-7.246,0.063,18.7889,0.0058,17.692,0.0065,17.1186,0.0031,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.16348,15.96964,-10.822,0.01,,,,,,,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.01217,15.96805,-7.433,0.049,18.8575,0.0074,18.496,0.0056,18.323,0.0033,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.02763,15.96745,-7.273,0.091,18.7128,0.004,17.8722,0.0054,17.5098,0.0044,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.02539,15.96881,-7.323,0.058,19.0359,0.0053,18.5759,0.0081,18.3233,0.019,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.18491,15.96915,-9.235,0.014,16.8585,0.0032,16.2734,0.0035,16.0258,0.0067,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.14093,15.96837,-7.945,0.038,18.2115,0.0051,17.7498,0.0051,17.5544,0.0138,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
87.98314,15.96979,-8.923,0.015,17.4121,0.0052,17.0346,0.003,16.8926,0.0041,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.05759,15.96995,-8.289,0.03,17.9118,0.0026,17.4487,0.0039,17.2424,0.0022,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.17253,15.97083,-10.302,0.011,15.8582,0.0023,15.3775,0.0027,15.1831,0.003,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.1976,15.97068,-8.847,0.017,17.2207,0.0048,16.59,0.0039,16.3339,0.0029,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.02717,15.97089,-7.703,0.093,18.525,0.0072,18.1341,0.0031,17.9479,0.0173,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.16711,15.97278,-9.646,0.023,16.5427,0.0017,16.071,0.002,15.8646,0.002,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
87.99172,15.97199,-8.327,0.072,17.9795,0.0041,17.5381,0.0035,17.3405,0.0024,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.11941,15.97282,-9.471,0.012,16.5183,0.0043,15.8485,0.002,15.5494,0.0078,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.07789,15.97326,-9.7,0.012,16.5607,0.0026,16.2705,0.0026,16.1869,0.0038,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.21688,15.97203,-8.214,0.026,17.7312,0.0081,16.8467,0.0024,16.4494,0.0022,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.03864,15.97495,-11.423,0.01,14.8599,0.0018,14.5769,0.0012,14.4939,0.0021,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.14564,15.97609,-11.94,0.01,14.1664,0.0032,13.6777,0.0001,13.7793,0.0013,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.1477,15.9766,-7.886,0.18,18.2221,0.0078,17.6254,0.0034,17.3598,0.0059,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.20146,15.97264,-7.824,0.191,18.2433,0.0049,17.7216,0.004,17.4837,0.0042,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.1081,15.97353,-8.179,0.028,17.9672,0.009,17.4377,0.0034,17.1901,0.0063,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.1706,15.97311,-8.065,0.031,17.9617,0.0024,17.3183,0.0046,17.0609,0.0014,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.08877,15.97481,-10.343,0.011,15.4396,0.0024,14.4046,0.0037,13.9055,0.005,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
87.98188,15.97387,-9.559,0.012,16.6544,0.0024,16.1244,0.0021,15.9007,0.0051,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.06217,15.97771,-12.588,0.01,13.7476,0.0006,13.7536,0.0047,13.7188,0.0052,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.06194,15.97977,-7.881,0.106,18.306,0.0037,17.7702,0.0038,17.5115,0.0074,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.02978,15.97398,-7.603,0.051,18.5993,0.004,18.1205,0.0033,17.9137,0.002,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.03199,15.97425,-7.911,0.032,18.2967,0.0058,17.8421,0.0041,17.6503,0.0059,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.03144,15.97605,-9.04,0.014,17.0994,0.0021,16.5257,0.0015,16.2755,0.0025,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.02886,15.97623,-8.206,0.023,17.8002,0.0045,17.0092,0.0022,16.6783,0.0039,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.01644,15.97444,-8.596,0.036,17.5969,0.0017,17.0512,0.0021,16.8267,0.0051,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.12713,15.97799,-11.119,0.01,14.8574,0.0013,14.1262,0.0047,13.895,0.0011,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.00257,15.97627,-9.277,0.013,17.0655,0.0037,16.845,0.0016,16.7798,0.0059,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.06642,15.97602,-7.609,0.04,18.5768,0.0094,18.084,0.005,17.8647,0.0048,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.19491,15.97582,-7.139,0.062,19.0585,0.0046,18.4823,0.0105,18.2181,0.0063,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.16958,15.97881,-10.601,0.01,15.4742,0.0027,14.8955,0.0016,14.6707,0.009,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.2033,15.97846,-10.151,0.011,16.0944,0.0026,15.7542,0.0018,15.6115,0.0028,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.01119,15.97696,-7.593,0.04,18.6791,0.0109,18.2163,0.004,18.0202,0.0037,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.18892,15.97771,-8.002,0.077,18.251,0.0045,17.6657,0.005,17.3932,0.0037,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
87.99326,15.97776,-8.286,0.026,17.793,0.0065,17.071,0.0039,16.8,0.0042,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
87.99042,15.97737,-7.178,0.065,18.733,0.0092,17.4651,0.0038,16.5502,0.0046,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
87.98465,15.97717,-7.321,0.071,18.6658,0.007,17.4797,0.0051,16.9076,0.0046,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.21639,15.97808,-7.409,0.064,18.6866,0.0211,18.0674,0.0034,17.7761,0.0132,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.01643,15.97835,-8.254,0.025,18.055,0.0068,17.6296,0.0039,17.4489,0.0029,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.20201,15.98139,-11.229,0.01,14.8249,0.0027,14.1407,0.0021,13.838,0.0042,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.01909,15.97923,-8.271,0.037,17.9333,0.0074,17.5479,0.0033,17.3827,0.0006,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.06866,15.98105,-9.019,0.025,17.0514,0.0049,16.4922,0.0044,16.2458,0.0005,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.22959,15.98158,-9.885,0.011,16.0816,0.0018,15.2704,0.0025,14.875,0.0035,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.17367,15.98205,-9.735,0.012,16.4469,0.0025,15.9916,0.0029,15.7978,0.0015,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.09231,15.98138,-7.865,0.04,18.3356,0.014,17.8823,0.0044,17.6847,0.0107,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.19569,15.98171,-7.641,0.055,18.5882,0.007,18.1004,0.0027,17.8978,0.0055,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.15564,15.98337,-9.794,0.014,16.4064,0.008,15.933,0.0069,15.6926,0.0076,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.06877,15.98407,-10.469,0.01,15.8413,0.0012,15.756,0.0013,15.7495,0.0,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.01493,15.98263,-7.417,0.111,18.7794,0.0095,18.3655,0.0052,18.1913,0.0053,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.08152,15.98418,-9.79,0.011,,,19.2998,0.0333,,,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.07921,15.98294,-7.19,0.39,18.9742,0.0103,18.374,0.0072,18.0997,0.0079,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.03736,15.98504,-10.42,0.01,15.5261,0.0035,14.7091,0.0007,14.3272,0.0037,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
87.99206,15.98517,-10.742,0.01,15.4734,0.003,15.0131,0.0009,14.8246,0.0038,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.2148,15.98365,-7.718,0.038,18.5025,0.0104,18.022,0.0025,17.7898,0.0103,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.11841,15.98779,-11.925,0.01,14.2988,0.0015,14.0774,0.0449,14.0711,0.0099,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.17044,15.98529,-8.781,0.021,17.5616,0.0042,17.276,0.0041,17.1689,0.0054,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.22421,15.98392,-6.844,0.077,19.3766,0.0104,18.8524,0.006,18.5923,0.0073,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.08925,15.98503,-7.586,0.053,18.5655,0.006,18.0015,0.0062,17.7323,0.0047,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.22138,15.98702,-8.228,0.047,17.9511,0.006,17.4449,0.0025,17.2075,0.0045,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.21633,15.9874,-8.216,0.028,18.013,0.0083,17.516,0.0042,17.3023,0.0084,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.18254,15.98946,-10.528,0.012,15.689,0.0016,15.2584,0.0021,15.0711,0.0038,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.18769,15.99022,-10.344,0.011,16.0468,0.0047,15.9767,0.0018,15.9956,0.004,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.08185,15.98916,-7.919,0.036,18.3142,0.0082,17.9889,0.0052,17.8473,0.0081,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.16679,15.98998,-9.278,0.014,17.0793,0.0029,17.0331,0.0025,17.0733,0.0072,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.14383,15.99162,-10.372,0.01,15.7946,0.0035,15.4555,0.0042,15.3096,0.003,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.00153,15.98946,-7.856,0.034,18.277,0.0087,17.6423,0.003,17.3841,0.0034,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.19892,15.99153,-11.022,0.01,15.0156,0.0018,14.2704,0.0056,13.9016,0.0081,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.20173,15.99078,-8.618,0.022,17.5891,0.0066,17.1327,0.0018,16.9247,0.004,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.1272,15.99082,-8.598,0.024,17.3752,0.0054,16.6184,0.0025,16.3057,0.0063,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.22955,15.9916,-9.691,0.013,16.5061,0.0025,15.9766,0.0019,15.742,0.0046,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.09239,15.99073,-7.885,0.035,18.0996,0.0172,17.4354,0.0031,17.1568,0.0028,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.10571,15.99094,-7.673,0.037,18.4907,0.0129,17.9693,0.0041,17.739,0.003,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.05711,15.99242,-9.496,0.012,16.8188,0.0057,16.7589,0.005,16.7959,0.0076,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.06668,15.99261,-9.362,0.013,16.7175,0.0029,16.1834,0.0023,15.9467,0.0007,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.01437,15.99322,-9.492,0.012,16.6599,0.0072,16.1139,0.0034,15.8886,0.0013,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.16565,15.99284,-9.427,0.013,16.6835,0.0018,16.1022,0.0024,15.867,0.0027,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
87.98358,15.99252,-7.997,0.029,17.979,0.004,16.9832,0.0012,16.5911,0.0025,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.17177,15.99152,-6.948,0.081,19.1296,0.0059,18.2779,0.0047,17.8506,0.0081,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.15731,15.99226,-7.957,0.032,18.0516,0.0074,17.107,0.0038,16.7176,0.004,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.00577,15.99272,-8.328,0.024,17.7187,0.0041,16.9906,0.0029,16.6606,0.01,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.18544,15.99292,-7.644,0.038,18.5395,0.0045,18.0405,0.0039,17.8203,0.0126,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.18677,15.99453,-7.383,0.083,18.7453,0.006,18.0962,0.0034,17.8043,0.0085,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.09729,15.99272,-7.023,0.068,19.0213,0.0135,18.1126,0.0041,17.7024,0.0052,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.21071,15.99554,-9.384,0.016,16.6049,0.002,15.8113,0.0015,15.4583,0.0027,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.02476,15.99518,-6.906,0.487,18.9814,0.0248,18.1272,0.0074,17.7712,0.0034,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.22078,15.99555,-7.994,0.041,18.1764,0.0079,17.5728,0.0029,17.2957,0.0,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.15406,15.99648,-7.219,0.055,18.7483,0.0067,17.7296,0.0026,17.2984,0.008,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.04297,15.99878,-10.033,0.011,16.1311,0.0051,15.7004,0.0021,15.5256,0.0025,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.05352,15.99739,-7.769,0.038,18.2451,0.0003,17.5271,0.0062,17.2219,0.0021,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.16542,15.99943,-10.147,0.011,16.0159,0.0024,15.5414,0.0024,15.3292,0.0014,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.22529,16.00278,-12.024,0.01,14.2249,0.0032,13.8593,0.0228,13.6895,0.002,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.21423,16.00022,-9.33,0.013,16.7996,0.0019,16.2267,0.0015,16.0061,0.0062,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.2088,15.99975,-7.402,0.089,18.6979,0.0112,18.1302,0.0062,17.8695,0.0105,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.05068,16.00099,-7.962,0.069,18.0495,0.0013,17.523,0.0038,17.2786,0.0067,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.0269,16.00081,-7.883,0.074,18.2786,0.0071,17.6278,0.0031,17.3575,0.0036,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.14215,16.00208,-9.342,0.014,16.8306,0.0021,16.3825,0.0024,16.1707,0.0037,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.12314,16.00152,-7.905,0.108,,,,,,,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.2084,16.00277,-8.482,0.027,17.7236,0.004,17.2206,0.0026,17.0021,0.0059,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.04359,16.00442,-10.053,0.011,15.857,0.0046,15.0081,0.0009,14.6094,0.004,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.19624,16.0063,-11.777,0.01,14.4866,0.0014,14.1451,0.0021,14.0162,0.0028,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.19851,16.00724,-7.802,0.038,18.1987,0.0047,17.5694,0.0038,17.301,0.0052,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.06923,16.00391,-8.611,0.02,17.5528,0.0102,17.1908,0.0043,17.0539,0.0054,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
87.99293,16.00509,-11.142,0.011,15.1122,0.0023,14.7262,0.002,14.5603,0.0015,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.02099,16.0043,-9.954,0.011,16.2194,0.01,15.7325,0.0018,15.5288,0.0051,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.08425,16.00363,-7.981,0.031,17.9975,0.0081,17.3048,0.0056,17.0098,0.0055,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.04993,16.00392,-8.2,0.034,17.9346,0.007,17.333,0.0043,17.0671,0.0135,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.05425,16.00421,-7.85,0.049,18.2887,0.0002,17.8735,0.0049,17.6808,0.0012,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.05237,16.00346,-7.112,0.096,19.0298,0.0046,18.4751,0.003,18.2081,0.0166,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.22463,16.00614,-10.967,0.01,15.2004,0.002,14.6645,0.0026,14.4443,0.0036,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
87.98091,16.00427,-8.143,0.094,18.0906,0.0057,17.5498,0.003,17.3125,0.0069,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
87.98272,16.00358,-7.118,0.063,19.0914,0.0117,18.3504,0.0054,18.02,0.0135,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.1334,16.00592,-9.588,0.021,16.4843,0.0019,15.8753,0.0016,15.5953,0.0025,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.21643,16.00674,-10.449,0.013,15.8518,0.0032,15.6035,0.0026,15.536,0.0019,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.2149,16.00792,-7.314,0.058,19.0027,0.0092,18.4416,0.0049,18.1946,0.0105,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.00441,16.00462,-7.055,0.089,19.2762,0.0335,18.4013,0.0035,18.0373,0.009,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
87.98124,16.00746,-11.113,0.01,,,,,,,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.16868,16.00527,-7.156,0.051,19.1424,0.0075,18.8118,0.0051,18.6898,0.0139,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.06283,16.00789,-10.41,0.011,15.6839,0.003,15.1743,0.0025,14.9305,0.002,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.06082,16.00889,-11.138,0.01,15.0267,0.0033,14.5951,0.0021,14.4106,0.0058,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.0346,16.00685,-7.976,0.033,18.0025,0.0088,17.2196,0.0021,16.8579,0.005,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.06607,16.00785,-8.902,0.028,17.2509,0.0055,16.8116,0.0045,16.6203,0.0015,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.03769,16.0071,-7.694,0.038,18.3672,0.0028,17.8236,0.0037,17.5908,0.0042,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.2038,16.00723,-6.994,0.083,19.1219,0.0115,18.355,0.0055,18.028,0.0047,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.02442,16.00865,-9.476,0.012,16.6728,0.0045,16.1334,0.0017,15.9319,0.0032,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.15493,16.00871,-7.867,0.04,18.419,0.0065,17.9134,0.0043,17.6788,0.0088,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
87.99381,16.00804,-7.635,0.049,18.5191,0.0087,18.0167,0.0046,17.7956,0.0192,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.18727,16.01054,-11.217,0.01,14.9592,0.0025,14.4804,0.0016,14.2922,0.0046,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.16058,16.0088,-8.184,0.029,17.9813,0.0036,17.5559,0.0028,17.3862,0.0135,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.07856,16.00965,-8.959,0.017,17.0251,0.0028,16.2574,0.0006,15.8929,0.0035,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.17238,16.00936,-7.663,0.036,18.4379,0.01,17.546,0.0034,17.2158,0.0062,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.04757,16.00953,-8.257,0.026,17.8304,0.0071,17.2223,0.0025,16.9663,0.0023,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.04593,16.01155,-8.928,0.044,16.9975,0.0039,16.2674,0.0022,15.9246,0.0029,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.07536,16.01047,-7.807,0.049,18.2274,0.0083,17.7166,0.0026,17.485,0.0051,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.11864,16.01061,-8.161,0.029,18.0528,0.0056,17.6135,0.0019,17.4216,0.0054,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.02868,16.01124,-9.205,0.018,16.9563,0.0043,16.468,0.0031,16.2571,0.003,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
88.22349,16.01124,-7.346,0.046,18.6921,0.0101,18.1347,0.0036,17.8877,0.0082,ss_gd71,ut220921,outputcat_dao_ss_gd71.B.ut220921.2138_f_4_.dat,,
